en,fr,position,score,rel_score,ratio_score,index,correctness,freqs
hanging,accrochés,6,0.54943232224905,0.0349063342293547,0.9402635204048926,7198,no,269631
secured,négocia,6,0.5375241193256418,0.0140097957786357,0.9745984872462704,5689,no,275422
arcade,wiiware,4,0.6280922595833558,0.1001601489340531,0.8624650632629404,6479,no,45634
trails,pédestres,0,0.7151325492551202,0.0,1.0,6937,no,153999
substantially,considérablement,4,0.6622374635044872,0.056663752953068,0.9211800569314889,7330,no,185498
michelle,katie,4,0.6158708391891659,0.0803226495473513,0.8846259684313847,7062,no,7089
crop,monocultures,8,0.5717196209061894,0.0373250434670424,0.9387154249098404,6843,no,180772
monroe,burnsville,6,0.5460152500028496,0.1134090186633484,0.8280181302809219,6229,no,3856
bengali,pendjabi,2,0.6665960250855905,0.025606889884767,0.9630066714095482,7263,no,924
fusion,électro,9,0.4496124142180495,0.0537664829662344,0.8931888419101708,6203,no,76200
stan,stan,0,0.6552538586466978,0.0,1.0,6786,yes,3580
temples,pagodes,9,0.6088702046520442,0.2348956375418407,0.721610397345446,5702,no,72570
darkness,ténébreux,9,0.5918970170229262,0.1121774727031712,0.8406738571840444,6866,no,168890
finale,épisode,0,0.6178037667032883,0.0,1.0,6623,no,57248
contracts,contractuel,5,0.620078988600463,0.1549675187016546,0.8000539100020131,6128,no,326030
vinyl,digipack,3,0.6796552093910591,0.0991261428934598,0.872716337387024,6287,no,112348
extending,étend,4,0.6114195590749032,0.1137815645492298,0.8431034359397903,6233,no,129022
fairy,contes,2,0.5962261086269047,0.0606305873850454,0.9076958676783552,7215,no,71200
spa,thermales,7,0.4271558254949271,0.1140546909261951,0.7892600245826563,7100,no,165022
latvia,ukraine,5,0.6705411031046871,0.1417414730133727,0.8255022609363819,6885,no,314
sara,karina,5,0.5204738516064541,0.1171029763295535,0.816331191475944,7129,no,3501
arrives,emmènent,5,0.659251611218429,0.0636034131524185,0.9120108306533844,5674,no,146400
lessons,exercices,7,0.5573206596308289,0.1569802815988613,0.78023229070843,6402,no,407521
armies,troupes,0,0.724186348667121,0.0,1.0,6138,no,51252
hearts,chair,8,0.4040807178032434,0.1124586626875928,0.7822844357370581,6230,no,273272
demanded,demandant,3,0.6388154344526662,0.0372880556761396,0.944848597558584,6938,no,125249
logical,présupposer,5,0.6428613347509122,0.1375498018430863,0.8237470028382677,6450,no,191562
clergy,clercs,8,0.7006205601942914,0.1136054333911456,0.8604743225024234,7127,no,51283
sculptor,sculpteurs,8,0.6636184315708068,0.2201580515000522,0.750889443521886,6117,no,19123
ellen,kristin,5,0.5944865972408164,0.1534903519370256,0.7947926709429503,6539,no,2468
herald,newsday,7,0.5420370044494941,0.1314399031752732,0.8048338381209859,5628,no,12258
approached,pressenti,7,0.5586238636778014,0.1596599619883469,0.7777202321933455,5925,no,166727
ahmed,ahmed,0,0.7567045620858803,0.0,1.0,6038,yes,1089
wrestler,catche,6,0.6264964083284361,0.1286371726622845,0.8296497786609952,6122,no,16374
hammer,harpon,8,0.433921068668561,0.1614750918467587,0.7287938643961008,5675,no,76574
problematic,inapproprié,5,0.6866944402348925,0.0990606051660021,0.8739294061860448,6307,no,94165
exhibit,rétrospectives,5,0.5445584522643465,0.1439952426843906,0.7908728923528453,5792,no,215828
surfaces,sphériques,9,0.6197149615473736,0.0565076171780387,0.9164363643631244,7323,no,177010
nathan,johnathan,5,0.580064707182826,0.061824615582414,0.9036833712764134,5902,no,2726
portraits,portraiture,3,0.7345215821992601,0.1380485170133323,0.8417909149787423,6730,no,59414
precedent,irrecevables,7,0.5571219767360456,0.0121927527241638,0.978583458159032,6993,no,48777
divorced,marié,5,0.7426729910513759,0.0276639735279141,0.9640884771211484,6564,no,65435
observer,observant,4,0.4475535730213867,0.2656354526152276,0.627538502323261,6119,no,57335
chip,processeurs,4,0.5555383853782496,0.0430989329328752,0.9280049345161676,6882,no,176186
routine,fastidieuse,2,0.5080180674828458,0.1039138024397621,0.8301873009933209,6798,no,447950
apollo,apollon,1,0.5521195721500871,0.2253036692692054,0.7101917497888502,6807,yes,2219
astronomy,astrophysique,5,0.7088348578459088,0.1775232157130214,0.7997161406786479,7274,no,37075
identifying,identificateur,9,0.5425164466832293,0.1552770888480477,0.7774741654351601,6920,no,194199
preparing,préparatifs,7,0.617656435400927,0.1003351214763527,0.8602558476972423,7153,no,335680
wwe,wrestling,7,0.6867134255753422,0.1399293438168328,0.8307257391004316,6806,no,11229
mediation,récusation,4,0.6087325631875811,0.1222690993145152,0.8327375906423953,6164,no,66004
refuses,convainc,3,0.6986589149449023,0.1195306712812409,0.8539083443574857,6283,no,76521
broadcasts,retransmissions,7,0.6741707488278768,0.0350943187386192,0.9505201646839472,6157,no,41348
translator,littérateur,3,0.5976514139396669,0.137712905996808,0.8127283276285359,7195,no,36655
timothy,matthew,1,0.5325861897332383,0.0872732857317984,0.8592047243186474,7279,no,2424
allmusic,hiphopdx,9,0.5022600487226752,0.15185815745725,0.76784294333572,5758,no,251
edu,univ,9,0.4892432801126087,0.1201052542655293,0.8028956377353053,6136,no,46819
lat,historiarum,7,0.3699713651386141,0.1283160966288812,0.7424858009195615,6116,no,7774
chaos,draenor,9,0.5003815440727633,0.2959955321422847,0.6283223852335547,7179,no,119668
bavaria,hesse,8,0.6891487626958148,0.1257371753002394,0.8456996624466868,6330,no,417
blade,blade,8,0.519258478463809,0.102467493748198,0.8351886549252009,6498,yes,130603
consumption,consommations,1,0.7890567643599893,0.0546293699751609,0.9352491788688568,5695,no,423879
cuisine,culinaire,3,0.660383175896563,0.0341149111923333,0.9508783223070756,5708,no,118353
superintendent,directeur,6,0.5883753156856878,0.1078671579488065,0.845072425148493,6493,no,30222
destroyer,cuirassé,3,0.7112912747630313,0.0630082937088514,0.9186254309385692,6237,no,11629
airfield,aéroclub,7,0.5927415267349072,0.1819624162898745,0.7651200591810415,6165,no,11374
disabled,déficient,7,0.5006891181218226,0.0755226665564289,0.8689324505943596,6626,no,210179
bits,hachage,6,0.5047317983183437,0.096658183823044,0.8392753675761769,6780,no,206273
chang,wei,1,0.7091391118403945,0.0815798002699028,0.896828317850423,7180,no,3806
itv,rediffusé,9,0.5675097769980264,0.158494486164559,0.7816893175335736,7156,no,1084
moments,inattendues,7,0.5042676064827541,0.218458086464568,0.6977302888268967,6461,no,401837
ace,trackmasters,9,0.404688364081526,0.1568515427206315,0.7206760537931035,5922,no,40444
belgrade,belgrade,0,0.8724127443003173,0.0,1.0,6231,yes,218
witch,witch,5,0.5912560006888112,0.1716184126232655,0.7750371363509608,6545,no,52971
duncan,maclean,1,0.5946494947896783,0.115479212196192,0.8373827011073223,5778,no,1804
maintains,maintienne,9,0.5087089254932476,0.1014961454010463,0.8336687939149746,6449,no,142165
realized,comprit,9,0.5252500472760471,0.0506039409114453,0.912123659904272,5730,no,468071
trick,penalties,3,0.4723153372699118,0.0790596206700029,0.8566136899553963,6146,no,219033
rankings,ranking,0,0.6403723885762099,0.0,1.0,6553,no,151086
swan,silverton,2,0.489392739403536,0.0751574798940611,0.8668719321594265,7228,no,15290
denis,bouchitey,4,0.4484937831305547,0.2018491444030382,0.6896266018167594,5642,no,439
presbyterian,presbyterian,9,0.6423006790460485,0.1224533128108175,0.8398788183981963,6209,no,835
upset,vexée,9,0.5620022499437409,0.0335206656695304,0.9437122152805644,6424,no,218546
bombs,bombes,0,0.837589172554445,0.0,1.0,7256,yes,77834
sanctions,désysopage,8,0.5928425937304898,0.2107002467211708,0.7377859199109545,6559,no,98592
disabled,handicapées,4,0.5382763516576532,0.0379354330205983,0.9341640798933314,6626,no,210179
governance,organisationnelle,7,0.6139100336606018,0.2232339392427962,0.7333386532443491,7092,no,152407
learns,apprendra,1,0.7441560521307216,0.0550848909840573,0.9310784920885284,6605,no,71040
useless,inintéressante,5,0.6477436991481534,0.095427217504402,0.8715945210366516,7115,no,150843
temporarily,temporairement,0,0.8193675073150813,0.0,1.0,5667,yes,117242
madonna,beyoncé,9,0.5541275631027228,0.2367983875585607,0.7006061220262447,7327,no,3155
reserved,réservait,7,0.4977965121739394,0.1580270643116046,0.7590402815976105,6839,no,142397
ports,caboteurs,4,0.54609468540631,0.2887405697107221,0.6541346715523594,5821,no,129823
lightning,rafales,3,0.5030769534858465,0.0714640143935794,0.8756154593164243,6446,no,78180
belarus,bélarus,5,0.697504595008944,0.1603582938082577,0.8130723500239585,7204,yes,371
terror,meurtrière,7,0.5414089604577781,0.1226418787563839,0.8153125159791704,6578,no,140627
rivals,rivalités,9,0.5176511517482478,0.2094725456572761,0.7119162167252936,6486,no,86609
maya,yucatèque,5,0.4978798650530318,0.1924707781981593,0.7211985241416993,7137,no,5492
blair,stewart,6,0.5270613668717161,0.1402068934457845,0.7898792707762377,6772,no,3735
wizard,enchanteur,2,0.5488400906024622,0.0675391283533239,0.8904260132784122,6068,no,52393
succeed,successeur,3,0.5393596573813985,0.0833666458715146,0.8661263456577387,6913,no,293207
ethiopia,ethiopie,6,0.6479047221658594,0.1172705145820183,0.8467403165313641,6601,yes,1566
suite,postlude,6,0.4674412577560833,0.0389178633918022,0.9231417747475787,5880,no,186778
superintendent,inspecteurs,3,0.6264283816930858,0.0698140919414085,0.8997273297950812,6493,no,30222
exterior,lambrissée,4,0.6160622972883012,0.0572314097895034,0.9149978542976492,6998,no,169273
minimal,négligeable,4,0.5481119644121112,0.0280803162087764,0.951265719529394,6077,no,282593
wanting,vouloir,2,0.6843291539758873,0.0861297781279198,0.888209774020356,7295,yes,368475
horizontal,horizontales,5,0.7373817711304829,0.0537740382975803,0.9320310390737644,6150,yes,115365
nominate,suprimer,6,0.5191879656596982,0.0307748526455574,0.944041939525308,6427,no,29071
rebels,miliciens,9,0.6073125062181206,0.1862508532903117,0.7652980684419658,5640,no,51578
reynolds,roberts,6,0.5801837682722719,0.1306677869241714,0.8161813307307719,6511,no,1702
varieties,fruités,6,0.5507404011701119,0.1702280052301631,0.7638897852957317,6536,no,245288
stolen,dérobe,6,0.5433175511381046,0.162860531801943,0.7693775327550496,5933,no,182823
glenn,durning,7,0.5186925614884903,0.1041831188015389,0.8327385028854742,5983,no,1933
chicken,poulet,0,0.6956252460582698,0.0,1.0,6417,yes,338089
macdonald,campbell,8,0.6075072435871943,0.1349645661233437,0.8182226390844908,6684,no,664
joy,joy,5,0.5171719610454651,0.1420892353343388,0.7844720178973185,5860,yes,370645
drawings,dessin,9,0.6705437675018633,0.1031470278129056,0.8666818470149419,6709,no,122273
rifles,rifles,6,0.6572973065309323,0.0659097470280319,0.9088646236182508,7032,no,36408
ana,fernanda,5,0.53211772224499,0.2206886310610831,0.7068454190219136,7157,no,10889
superman,superhéros,6,0.6265117303311882,0.1178043474873078,0.8417280628512303,7259,no,7316
pump,clapet,9,0.5408693892398755,0.1013717849259414,0.8421593180200421,7052,no,255719
substantially,substantiellement,0,0.7189012164575552,0.0,1.0,7330,yes,185498
heath,kirkby,3,0.4980496645962056,0.075232533845486,0.8687687598708197,6767,no,15116
inches,décimètres,7,0.6064890530611962,0.1183252299771129,0.8367509681499212,5975,no,405253
prussian,kœnigsberg,7,0.6303545532047119,0.1650322351794426,0.792513230557036,7161,no,208
jin,qin,3,0.7125859250037334,0.1388437546101032,0.8369286883761494,6452,no,3374
joke,ridicule,8,0.595812114877531,0.1300669361435469,0.8208145889310559,5926,no,178208
scorer,buteurs,1,0.6871892511134703,0.0058086330884805,0.9916181084807066,6891,no,24786
cent,cent,4,0.4856577371399636,0.0534210347127469,0.9009031008044536,6679,yes,533892
dust,nuages,2,0.5642122310645619,0.1902397473377866,0.7478437955181132,6513,no,297720
pub,tavernes,7,0.4468940957674996,0.0988221689940631,0.8189129124871494,6403,no,103484
acclaimed,salué,2,0.6228940149801061,0.0446766557496466,0.933075766044652,7254,no,85034
governance,institutionnel,8,0.6119954857672698,0.2251484871361282,0.731051653689551,7092,no,152407
accuracy,fiabilité,2,0.6424719296242098,0.0792634383682,0.8901765911948025,5735,no,213289
egg,fécondée,6,0.5555334172260271,0.1644105787087586,0.7716342109426365,6020,no,233657
kurt,hans,5,0.4986031422380299,0.1976026568795093,0.71617206129283,6221,no,3530
carpenter,brownell,5,0.5291849009754555,0.0298323164198804,0.94663435133737,7229,no,23924
sick,mourants,3,0.5709683128051615,0.0687694133054905,0.8925037394252471,6598,no,422989
operators,contacteurs,5,0.5418650056338375,0.2362652807437396,0.6963679670616302,5905,no,233328
nacional,nacional,0,0.8310501864157596,0.0,1.0,6036,yes,426
reconstruction,réfection,5,0.6188244468098831,0.184348073117752,0.7704751239069265,5769,no,78398
fusion,neutronique,5,0.4621042734144915,0.0412746237697924,0.918004858764109,6203,no,76200
moses,moses,1,0.5973242948260485,0.1166322138448304,0.836639609796462,6812,yes,2513
cyclists,cyclotouristes,4,0.582907557825499,0.1411069617110023,0.8051047901617553,5786,no,51139
algebra,algébriquement,4,0.6810435278577972,0.0751810464409884,0.9005837035768104,7173,no,22084
forget,pleurer,2,0.587424947977049,0.0726208695703473,0.8899760173616544,6395,no,726877
reynolds,brownell,4,0.5817212675012656,0.1291302876951777,0.8183442284803152,6511,no,1702
discontinued,abandonné,2,0.5157483048018299,0.0134206942212171,0.9746381699494971,5968,no,43316
divorce,remarier,6,0.7036694469550375,0.1466517772510829,0.8275336742441065,6512,no,266134
differ,différer,4,0.6552057778013929,0.1403752087511429,0.8235563555139419,7009,no,180441
focusing,focalise,0,0.7014385747972738,0.0,1.0,5985,no,280834
vale,ipswich,6,0.4781126236158545,0.1427835076208565,0.7700364031316188,6729,no,4054
varied,varier,4,0.6184041873789642,0.0774763858437872,0.8886642495493446,6701,no,216097
scorer,rebondeur,4,0.5822262506057871,0.1107716335961637,0.8401558848570986,6891,no,24786
reflects,exprime,8,0.5824874999813939,0.1893510853202293,0.7546752793574919,7107,no,198962
genes,protéine,8,0.7285328500770287,0.1077241856734716,0.8711829245456878,6726,no,138907
sick,indigents,4,0.5687280877020555,0.0710096384085965,0.8890019526590895,6598,no,422989
derek,ian,8,0.5557285650192304,0.1261887470146754,0.8149500756355615,6573,no,2146
logos,maillots,4,0.4664873640226135,0.2372209860555418,0.6628987192930201,6381,no,64607
tracking,gps,9,0.5206685851332438,0.0371658684358179,0.933374734747866,7099,no,260366
avoided,évités,2,0.5951925282226221,0.0523116747851851,0.9192102930881602,7301,yes,171596
arrive,repartent,3,0.6704132047468248,0.0958560802198592,0.8749054906669959,5814,no,373596
ordained,théologie,9,0.6330046037646541,0.1033512375414088,0.8596449817548858,6963,no,39478
temporarily,provisoirement,2,0.6200698111086878,0.1992976962063936,0.756766415037062,5667,yes,117242
bombs,explosifs,2,0.70766719681318,0.1299219757412649,0.8448857984338142,7256,no,77834
prototype,quadriplace,5,0.6250701164443726,0.2202397768693574,0.7394567618202272,5939,no,86621
thesis,dissertation,5,0.6204141355193038,0.1888520716105782,0.7666378875742815,6026,no,119092
paradise,éden,5,0.4745183116445678,0.1261796624366756,0.7899449176107758,6542,no,88552
autobiography,autobiographique,3,0.7525481843156914,0.0983569491641709,0.8844090306966063,6609,no,24649
transformed,transformant,3,0.6449026704622962,0.0788495454004176,0.8910545022560948,6834,no,159284
surprised,surprendra,8,0.6485113954186217,0.1456031868490062,0.8166471311567782,5637,no,474850
vital,cruciales,8,0.5214515306438751,0.0634853409235465,0.8914663376349853,6382,no,630063
ethnicity,ethnique,1,0.6960104644431594,0.0017540252789252,0.9974862216338584,6764,yes,40109
brook,androscoggin,6,0.5074580839005756,0.0616365744835158,0.8916936337822444,6344,no,13744
henri,henri,0,0.5902723279683898,0.0,1.0,5858,yes,666
curve,approximation,6,0.5737099528269167,0.1166498515285839,0.8310303543273572,6147,no,154360
troy,wheaton,6,0.4655595821478354,0.0530111833810064,0.8977744467971593,6830,no,7403
transformation,déstructuration,8,0.5589101744496782,0.1594148662368978,0.7780741903630021,6328,no,192718
carefully,attentivement,4,0.6588231763649113,0.1045385998533736,0.8630549719541097,6193,yes,542015
infinite,infini,1,0.7089114784184976,0.0337173968622983,0.9545972450242398,6727,yes,103329
roberto,roberto,0,0.6931556631845206,0.0,1.0,6835,yes,670
eating,nourritures,9,0.5901139171136962,0.12470252748367,0.8255460846960354,5652,no,879297
afl,quaterbacks,8,0.5140310561553307,0.1016867327943329,0.8348484734089012,6343,no,704
lectures,professeurs,9,0.5575081882272566,0.2143143807124603,0.7223268801184806,6239,no,109440
crater,cratères,1,0.7297159065230969,0.0780668887083586,0.9033565840109408,7182,yes,27332
maya,mayas,1,0.5841778327312568,0.1061728105199343,0.8462045171423093,7137,yes,5492
module,node,4,0.5242761075317184,0.1609154628675746,0.7651525940784681,6487,no,233073
distributor,distributing,8,0.559893614012792,0.1455309974817373,0.7936973064018678,7167,no,74252
curve,colinéaire,8,0.5677328590303784,0.1226269453251223,0.8223724142809804,6147,no,154360
rewrite,reformuler,4,0.6447163910073941,0.1009763069154633,0.8645872392250388,7285,no,34763
strategies,méthodes,4,0.5888186365104549,0.2434035534549153,0.7075257588781144,7029,no,719011
personalities,médiatiques,5,0.5228310408452146,0.0699959369966192,0.881928556538643,6548,no,95186
breeding,élevage,0,0.6643629206999722,0.0,1.0,5712,yes,124230
trainer,coach,7,0.4889699781339701,0.056249670518416,0.8968311749999329,6877,no,182315
nominee,nomination,3,0.5509786727764517,0.0391305795558947,0.9336892627911948,6227,no,51365
destination,visiteurs,8,0.4906091090244256,0.176735299673843,0.7351662839004145,5691,no,393635
cry,sanglots,9,0.4681706101732283,0.0827073945481635,0.8498625941872684,7321,no,235647
submit,proposer,3,0.5606662644957139,0.108888581699892,0.837371677139529,6303,no,444189
songwriters,songwriter,7,0.5866334432214805,0.0812231987693686,0.8783822849657583,6386,no,13440
developer,solidworks,4,0.5720755882720387,0.1888301450615359,0.7518350344999248,5655,no,254410
airfield,escadrilles,5,0.6012444080575459,0.1734595349672358,0.7760957117502536,6165,no,11374
biased,tendancieux,4,0.6480353985156919,0.0692984776034864,0.9033943887072564,6818,no,58044
dialect,dialectes,1,0.7954134088861062,0.0565160050096482,0.9336611647774804,5852,no,28135
answered,répondit,2,0.5649629013209505,0.1096127283843406,0.837508614961041,7163,no,279588
fiji,polynésie,9,0.6355436848012412,0.1574777270614473,0.8014205862467751,7171,no,784
impressed,remarqué,5,0.6324105274817327,0.1356029907216049,0.8234367136677104,6447,no,263477
imposed,imposés,2,0.5917424489099747,0.0280468000005016,0.9547478436423268,6373,yes,151356
designers,scénographes,8,0.6069653920975353,0.1867107538122587,0.7647519649236384,6272,no,331385
dissolved,reformé,9,0.5103689501643658,0.2601495101160942,0.6623708275316301,6061,no,54554
rhine,palatinat,5,0.6197669098312653,0.1235365048990468,0.833800703116817,6740,no,291
playwright,dramaturge,0,0.8848544851916043,0.0,1.0,6597,yes,20874
holmes,thorndyke,3,0.5777122922870874,0.0947542627888561,0.8590944604253884,5806,no,4121
kosovo,yougoslavie,8,0.6450667942331082,0.1374998334020617,0.8242963237295576,6694,no,455
honored,décernée,3,0.6192221073443223,0.015121095120215,0.9761625961128504,6656,no,141792
developments,bouleversements,8,0.5748432740008907,0.1416029333067755,0.8023537121664649,5670,no,270376
graves,enterrés,8,0.5707785462149768,0.0976335327248167,0.853932123908235,6977,no,29787
chest,abdomen,5,0.6307609516760619,0.0640335943987038,0.9078380871576196,7289,no,334504
neighbouring,voisines,0,0.6785708632279231,0.0,1.0,6526,yes,40535
accomplished,excellant,3,0.5295363136648292,0.1263136620396584,0.8074046402091006,6608,no,293551
jets,seahawks,3,0.5626314832447092,0.1364236756500598,0.804845620672122,6380,no,46885
sad,triste,0,0.5779860394097178,0.0,1.0,6829,yes,358106
walsh,mcclanahan,0,0.6235717466469781,0.0,1.0,6995,no,909
geometry,géométrie,0,0.8021566860724849,0.0,1.0,6345,yes,55491
blair,mccallister,1,0.5547827072872193,0.1124855530302813,0.8314237920191825,6772,no,3735
limestone,calcaire,0,0.8122413179303045,0.0,1.0,7176,yes,37104
latvia,russie,6,0.6149140123146772,0.1973685638033825,0.7570198233887805,6885,no,314
enlisted,officier,7,0.5555067444896259,0.0585445425209283,0.9046585460215442,6460,no,37666
lou,elaine,4,0.5085509495074287,0.0573015047050237,0.8987341942613374,7028,no,1949
elimination,élimine,7,0.5500859020325156,0.2034183268714818,0.7300369141028418,6766,no,108822
glen,glen,0,0.5918153463556175,0.0,1.0,5794,yes,4463
scouts,éclaireurs,1,0.5724065212310104,0.0906853653501577,0.8632386141568978,6570,yes,25786
careful,intéressant,8,0.5824423122659027,0.0431466774122651,0.931030312035284,6484,no,458615
drove,roulait,0,0.5235085797949363,0.0,1.0,6604,no,210245
martha,elizabeth,7,0.5650067663320157,0.0968524219910051,0.8536661215863693,6707,no,2419
terminology,acception,5,0.622541875771313,0.1491400514467437,0.8067337769793322,6614,no,74937
bruno,massimiliano,1,0.5437298819171145,0.0303635094993129,0.9471105050967424,6941,no,2193
oriental,oriental,0,0.6068795920970812,0.0,1.0,7251,yes,19605
reynolds,sanderson,7,0.5800684826025215,0.1307830725939218,0.8160191510620244,6511,no,1702
mature,matures,1,0.6519299907093865,0.0163607377398257,0.9755185325138488,7141,no,232502
raiders,buccaneers,6,0.5393674019554299,0.1021266893146208,0.8407987061697993,6615,no,8322
cornell,cornell,1,0.628078430414392,0.0313436053169635,0.9524680650348591,6357,yes,1558
suburban,périurbain,6,0.598208163987378,0.1271733330605071,0.8246807596029542,6459,no,61497
probability,variance,3,0.6946382130940902,0.1244809174763131,0.848030752999714,5835,no,175103
beaten,battue,3,0.5782040410693043,0.1114062519884271,0.8384504217672681,6507,yes,123912
albania,bulgarie,5,0.6388949070925867,0.1546006761557994,0.8051650451248887,5692,no,522
eliminate,éviter,3,0.6391766418268781,0.0906668473931983,0.8757722049557687,7308,no,372089
malaysian,singapourienne,5,0.6612628599924356,0.0972911047446561,0.8717413535919275,6054,no,3459
app,multiplateformes,6,0.5827058843352466,0.046369677148669,0.9262891773457416,7238,no,450833
assignment,assignée,2,0.4975759107467852,0.0261161390493197,0.9501307322509712,6584,no,157031
xbox,wii,4,0.7606277948940302,0.1026544266414005,0.8810882187996183,6919,no,43268
ghana,cameroun,8,0.6768167546157413,0.1114262870531883,0.8586396819726211,5775,no,3253
metre,centimètres,3,0.5361373206337688,0.1706190506067794,0.7585885921236241,5895,no,34581
entities,instances,9,0.5551142311907025,0.2673071725476986,0.674975418523124,7168,no,185095
plains,vallées,4,0.5709944146584469,0.1518148202672735,0.7899655774557518,5918,no,41195
hypothesis,théories,9,0.589115554041503,0.1653333849430143,0.7808554344770477,6668,no,76010
pit,chicane,8,0.4199053299297963,0.0125441848292608,0.9709927184535057,5630,no,131888
honest,honnêtement,3,0.6543424290400912,0.0845819500710092,0.8855336859060486,6685,no,443985
commitment,responsabilisation,6,0.5804325500908996,0.1471027942691436,0.7978066695872505,6253,no,605347
teeth,mandibules,2,0.6322111423468183,0.0430084454900315,0.936304505578971,6095,no,571089
departed,partit,7,0.5729431084008887,0.032634721132005,0.946109782194012,5884,no,54126
accidents,accidentologie,3,0.6302624227329838,0.189544211601472,0.7687940013374619,6149,no,226715
observatory,radioastronomie,5,0.6451810875112933,0.1350202480360066,0.8269417881202524,6306,no,13249
beatles,beatles,0,0.793417579465355,0.0,1.0,7125,yes,5529
mansion,appartement,7,0.5560310029572442,0.064412702019032,0.8961828422104872,5700,no,48397
criterion,admissibilités,8,0.5580901700568046,0.1513773960436178,0.7866323940984908,5921,no,40529
permanently,définitivement,1,0.5960664581148813,0.085006814787534,0.8751869759544744,5995,yes,140804
lynn,winstead,6,0.5282084085553649,0.0232283885188013,0.9578766077235916,6368,no,2685
honored,décerné,0,0.6343432024645373,0.0,1.0,6656,no,141792
surrender,capitule,9,0.603926795611748,0.2059535361432203,0.7456988050358875,5982,no,91229
cites,mentionne,3,0.6128530703889179,0.1002844391996178,0.8593757334998692,6636,no,41017
bassist,guitarist,5,0.7546693043613282,0.1298508783569838,0.8531962516017153,7258,no,21674
kyle,tyler,9,0.5606083824807058,0.1362265931320118,0.8045066652800692,6342,no,2976
optional,optionnel,0,0.6190471835525875,0.0,1.0,5632,yes,166075
surrey,surrey,0,0.6947427760896392,0.0,1.0,5818,yes,2459
arrives,arrivent,8,0.6540217383348526,0.068833286035995,0.90477580743676,5674,no,146400
trap,piégés,7,0.5120730114514224,0.0983964133370746,0.838818441445835,7077,no,132686
atp,itf,5,0.5369575541145827,0.2502327202667652,0.6821191414446489,6688,no,498
slovakia,tchèque,6,0.6781052843570716,0.1460726906312426,0.822765597887624,6013,no,576
crashed,atterri,8,0.6555861549964526,0.0478024151324434,0.9320398181567214,6775,no,68819
georg,ernst,8,0.6470170474010284,0.1483340681120344,0.8134986357360579,7286,no,169
elliott,mccowan,6,0.5708765831750728,0.0517825991699079,0.9168363678908727,6716,no,1435
garcia,villalobos,8,0.5764501270449817,0.0768052731297048,0.8824268837132209,7011,no,1943
deer,lièvres,3,0.6016620648540645,0.0380972924544904,0.940450589711162,6408,no,121198
ambassadors,diplomates,4,0.552395321406259,0.1422387391135992,0.7952321269602747,5677,no,23830
shifted,réoriente,5,0.5054828988329583,0.0284926595403121,0.9466405173541772,7220,no,95335
bend,rappahannock,7,0.4365607046695544,0.0713141432449968,0.8595832348504188,7237,no,104791
nottingham,newcastle,7,0.653396142736844,0.1044211347746693,0.8622080310473221,6904,no,1490
kumar,narayan,8,0.639700630523415,0.0400853256519706,0.9410324304469324,6331,no,2562
erik,gustavsson,5,0.586003330857797,0.1231065842426971,0.8263928036808643,6986,no,1205
albany,rochester,4,0.5697787121911836,0.1126275492439733,0.8349552816131723,6189,no,3064
inches,millimètres,3,0.6316011193202274,0.0932131637180816,0.8713971759395435,5975,no,405253
chang,cheng,8,0.6654302561467365,0.1252886559635608,0.8415509556623778,7180,no,3806
vital,essentielle,7,0.5229497252158375,0.061987146351584,0.8940276303911554,6382,no,630063
dimensional,bidimensionnel,0,0.7568093866427416,0.0,1.0,5876,no,44327
placement,optionnellement,7,0.4411847151925988,0.1303658401195657,0.7719084708991951,7214,no,219681
expertise,employabilité,9,0.5822641489867856,0.1750416056456235,0.7688627023168634,7082,no,567356
customer,facturation,3,0.6283288801149494,0.0739676815669709,0.8946774260295013,5748,no,1439964
contestants,présentateurs,0,0.592864232193298,0.0,1.0,6579,no,38982
fees,payer,5,0.6316182556533154,0.0452868296064773,0.9330972235360052,6969,no,777365
naked,déshabiller,5,0.4681363305529267,0.0429844440027308,0.9159015908909212,6810,no,176179
translations,traducteurs,2,0.6968160318797222,0.176617088410253,0.7977897971723158,6520,no,54740
beetles,papillons,9,0.5972361160449299,0.0616386482233858,0.9064486127468612,6377,no,17842
rings,triangulaires,7,0.464913215102443,0.2598792381325648,0.6414432338904318,5849,no,321050
prototype,prototypes,1,0.7746113255968592,0.0706985677168708,0.9163637285259696,5939,yes,86621
affiliate,affiliés,4,0.505220704978996,0.0641653319333712,0.8873078583357554,6240,yes,349891
sailed,embarqua,2,0.7060216607833121,0.0486501310077096,0.9355347164994058,5927,no,39406
portions,partie,3,0.4986570321297652,0.2072247008632747,0.7064314159475239,6006,no,142431
assassination,attentat,5,0.6664012290707038,0.172502650822369,0.7943713756046088,6509,no,51835
rafael,javier,5,0.6014254955049829,0.1749859439973751,0.7746221460756264,7282,no,1030
shots,grenades,6,0.5041965981246344,0.064602552546478,0.8864229096153623,5961,no,354211
collector,collect,8,0.4864210885856518,0.1905922258601806,0.7184808307408409,6852,no,96798
romans,galates,1,0.6803098152342288,0.1321199945208575,0.8373767272760632,7221,no,2089
supplied,fournis,1,0.6756143991533665,0.0331505549517621,0.9532277170876524,5631,yes,255570
nobility,nobiliaires,4,0.6517347342661036,0.1157280517237415,0.849206953305912,6563,no,21336
